"date_hour","pageviews"
"2013-02-11 21:00:00",8860.98238314701
"2013-02-11 22:00:00",8637.47475317033
"2013-02-11 23:00:00",9020.59309922305
"2013-02-12 00:00:00",8437.50038033798
"2013-02-12 01:00:00",9157.39967175847
"2013-02-12 02:00:00",10245.1162499148
"2013-02-12 03:00:00",11515.3111446255
"2013-02-12 04:00:00",10865.7347261498
"2013-02-12 05:00:00",9842.10069916526
"2013-02-12 06:00:00",9327.89501278018
"2013-02-12 07:00:00",8708.13440287691
"2013-02-12 08:00:00",8511.00125000393
"2013-02-12 09:00:00",7827.60260843446
"2013-02-12 10:00:00",7653.99689355002
"2013-02-12 11:00:00",7558.7899586944
"2013-02-12 12:00:00",7510.9160265981
"2013-02-12 13:00:00",8519.58283520226
"2013-02-12 14:00:00",8418.65538235142
"2013-02-12 15:00:00",8752.93437811888
"2013-02-12 16:00:00",8737.1267999581
"2013-02-12 17:00:00",8836.88338428712
"2013-02-12 18:00:00",9002.20322334855
"2013-02-13 08:00:00",9199.52105799234
"2013-02-13 09:00:00",10710.6040700991
"2013-02-13 10:00:00",11045.8698166289
"2013-02-13 11:00:00",10772.3538222432
"2013-02-18 15:00:00",10893.3879893688
"2013-02-18 16:00:00",11060.8573032101
"2013-02-18 17:00:00",10627.1477861828
"2013-02-18 18:00:00",10821.069632274
"2013-02-18 19:00:00",11336.8352654501
"2013-02-18 20:00:00",11206.6574845456
"2013-02-18 21:00:00",10774.1815987322
"2013-02-19 02:00:00",10513.3816183323
"2013-02-19 03:00:00",10869.0625452194
"2013-02-19 04:00:00",11054.0834634474
"2013-02-19 06:00:00",11377.8993847609
"2013-02-19 08:00:00",11125.1449042208
"2013-02-19 09:00:00",11540.9820910086
"2013-02-19 10:00:00",11645.9961089769
"2013-02-19 13:00:00",11149.2649522386
"2013-02-19 18:00:00",11280.2849144412
"2013-02-23 22:00:00",10382.2583700015
"2013-02-28 11:00:00",10542.2110135746
"2013-03-02 18:00:00",10793.4002565829
"2013-03-02 19:00:00",10313.3216683517
"2013-03-04 20:00:00",9818.00512515483
"2013-03-05 03:00:00",9646.15039247857
"2013-03-05 04:00:00",9446.11302965052
"2013-03-05 05:00:00",10017.5665209669
"2013-03-05 06:00:00",10141.8999708646
"2013-03-05 07:00:00",10394.7030562115
"2013-03-05 08:00:00",10701.5420928028
"2013-03-05 09:00:00",10572.9979653311
"2013-03-05 10:00:00",10350.530562816
"2013-03-05 11:00:00",10569.4674235553
"2013-03-05 12:00:00",9807.26427288308
"2013-03-05 13:00:00",9382.36086544859
"2013-03-05 14:00:00",8867.8688186185
"2013-03-05 15:00:00",8994.6368392857
"2013-03-05 16:00:00",8591.06297383269
"2013-03-05 17:00:00",9037.1012300089
"2013-03-05 18:00:00",9142.6674104426
"2013-03-05 19:00:00",9840.28667595184
"2013-03-05 20:00:00",9063.59055850822
"2013-03-05 21:00:00",8787.58979610776
"2013-03-05 22:00:00",9588.84504977205
"2013-03-05 23:00:00",10061.1180656324
"2013-03-06 00:00:00",9486.07928404715
"2013-03-06 02:00:00",9557.61035978812
"2013-03-07 11:00:00",9487.96609450624
"2013-03-07 12:00:00",10169.5049052618
"2013-03-07 13:00:00",10416.9903695626
"2013-03-07 14:00:00",10671.2227053385
"2013-03-07 15:00:00",10496.4806783809
"2013-03-07 16:00:00",9988.0479384113
"2013-03-07 17:00:00",10075.3432562138
"2013-04-14 09:00:00",10219.5111209031
"2013-04-14 10:00:00",10245.7415954187
"2013-04-14 11:00:00",11340.0483013147
"2013-04-14 12:00:00",10888.4795196385
"2013-04-14 13:00:00",10726.697465186
"2013-04-14 14:00:00",10697.8179294506
"2013-04-14 15:00:00",11461.7079626866
"2013-04-14 16:00:00",12216.8093755648
"2013-04-14 17:00:00",11781.2644525091
"2013-04-14 18:00:00",12269.308678143
"2013-04-14 19:00:00",12044.9508551509
"2013-04-14 20:00:00",11553.0579693265
"2013-04-14 21:00:00",10862.1852744219
"2013-04-14 22:00:00",10591.918479522
"2013-04-14 23:00:00",10272.2639341557
"2013-04-15 00:00:00",9600.36242981299
"2013-04-15 01:00:00",9676.08849425385
"2013-04-15 02:00:00",9686.18915151039
"2013-04-15 03:00:00",10424.803140133
"2013-04-15 04:00:00",10593.5113126277
"2013-04-15 05:00:00",10743.6778822753
"2013-04-15 06:00:00",10946.9678447136
"2013-04-15 07:00:00",10730.159989927
"2013-04-15 08:00:00",10323.6417889571
"2013-04-15 09:00:00",10320.0466800387
"2013-04-15 10:00:00",10288.5927987472
"2013-04-15 11:00:00",10167.3725592891
"2013-04-15 12:00:00",10280.8904252297
"2013-04-15 13:00:00",9999.47379224752
"2013-04-15 14:00:00",10254.9490756622
"2013-06-06 09:00:00",10457.1966956352
"2013-06-06 10:00:00",10759.999474144
"2013-06-06 11:00:00",10359.0398128943
"2013-06-06 12:00:00",10835.3769293107
"2013-06-06 13:00:00",10625.4647268524
"2013-06-06 14:00:00",10035.1207944557
"2013-06-06 15:00:00",9797.51720024093
"2013-06-06 16:00:00",10075.3256391944
"2013-06-06 17:00:00",10396.7062258006
"2013-06-06 18:00:00",10267.2649673348
"2013-06-06 19:00:00",10396.2523993294
"2013-06-06 20:00:00",9988.88587491687
"2013-06-06 21:00:00",10051.2414222784
"2013-06-06 22:00:00",9619.15813912116
"2013-06-06 23:00:00",9422.77634233656
"2013-06-07 00:00:00",9183.33973575976
"2013-06-07 01:00:00",9239.55513397672
"2013-06-07 02:00:00",9009.81961237515
"2013-06-07 03:00:00",9054.59467629312
"2013-06-07 04:00:00",9667.49460869308
"2013-06-07 05:00:00",9874.17201793099
"2013-06-07 07:00:00",9411.02619820899
"2013-06-07 08:00:00",8915.86030893266
"2013-06-07 09:00:00",8983.40695365804
"2013-06-07 10:00:00",9171.28757174695
"2013-06-07 11:00:00",9359.57171629581
"2013-06-07 12:00:00",9246.31070985693
"2013-06-07 14:00:00",9260.91922484406
"2013-06-07 16:00:00",8964.4668511089
"2013-06-13 08:00:00",8196.29992956805
"2013-06-13 09:00:00",8447.45746227831
"2013-06-13 10:00:00",8439.25835491524
"2013-06-13 11:00:00",9168.48736085576
"2013-06-13 12:00:00",10045.3944110182
"2013-06-13 13:00:00",10461.8992162682
"2013-06-13 14:00:00",10529.9055139446
"2013-06-13 15:00:00",10511.4712735523
"2013-06-13 16:00:00",11640.3009840526
"2013-06-13 17:00:00",12672.022780791
"2013-06-13 18:00:00",12689.5982129469
"2013-06-13 19:00:00",12020.2088470909
"2013-06-13 20:00:00",11455.0134044777
"2013-06-13 21:00:00",11228.023651335
"2013-06-13 22:00:00",10493.7233430075
"2013-06-13 23:00:00",11155.7430123171
"2013-06-14 00:00:00",11762.4462331631
"2013-06-14 01:00:00",11974.4372923565
"2013-06-14 02:00:00",12105.4066278461
"2013-06-14 03:00:00",11651.4431925851
"2013-06-14 04:00:00",11603.7118365507
"2013-06-14 06:00:00",11072.7455258188
"2013-06-14 07:00:00",10699.7989869645
"2013-06-14 09:00:00",9643.31299573469
"2013-06-14 10:00:00",9557.88480876379
"2013-06-14 11:00:00",8305.75575605831
"2013-06-14 12:00:00",7889.70926943571
"2013-06-14 13:00:00",8193.09225450445
"2013-06-14 14:00:00",8564.37411264366
"2013-06-14 15:00:00",9007.28401361213
"2013-06-14 16:00:00",8203.81181763774
"2013-06-18 11:00:00",8846.11569755132
"2013-06-20 09:00:00",9250.26326457678
"2013-06-20 10:00:00",10319.0827029092
"2013-06-20 11:00:00",11327.3279033733
"2013-06-20 12:00:00",10846.6557624343
"2013-06-20 13:00:00",9981.37602628977
"2013-06-20 14:00:00",9276.46020877593
"2013-06-20 15:00:00",9667.20038749342
"2013-06-20 16:00:00",10029.4155671485
"2013-06-20 17:00:00",10683.2820282974
"2013-06-20 18:00:00",11004.2299282307
"2013-06-20 19:00:00",11361.6516167018
"2013-06-20 20:00:00",11111.115274584
"2013-06-20 21:00:00",10756.0939050204
"2013-06-20 22:00:00",10868.9565445289
"2013-06-20 23:00:00",11037.0545943485
"2013-06-21 00:00:00",10655.6245317929
"2013-06-21 01:00:00",10814.7343512413
"2013-06-21 02:00:00",10893.6005193996
"2013-06-21 03:00:00",11430.6412919024
"2013-06-21 04:00:00",11423.1561590249
"2013-06-21 05:00:00",10679.4839853342
"2013-06-21 06:00:00",10532.1456794543
"2013-06-21 07:00:00",10067.8856798737
