"eruptions","waiting","density"
1.6,43,0.00321615883393854
1.6472972972973,43,0.0038353752391414
1.69459459459459,43,0.00443554776590651
1.74189189189189,43,0.00497761392700709
1.78918918918919,43,0.00542423752549007
1.83648648648649,43,0.00574454417323502
1.88378378378378,43,0.00591801178663078
1.93108108108108,43,0.00593676162515817
1.97837837837838,43,0.00580586069937781
2.02567567567568,43,0.00554170622763238
2.07297297297297,43,0.00516897871574589
2.12027027027027,43,0.00471690329219113
2.16756756756757,43,0.00421559183089581
2.21486486486487,43,0.00369307111905593
2.26216216216216,43,0.00317331672803034
2.30945945945946,43,0.00267531454027745
2.35675675675676,43,0.00221295109503029
2.40405405405405,43,0.00179543381550831
2.45135135135135,43,0.00142795590229589
2.49864864864865,43,0.0011124057420343
2.54594594594595,43,0.00084802392511383
2.59324324324324,43,0.0006319909266242
2.64054054054054,43,0.000459966910774962
2.68783783783784,43,0.000326605952518158
2.73513513513514,43,0.000226047208975751
2.78243243243243,43,0.000152363974143534
2.82972972972973,43,9.99406221877027e-05
2.87702702702703,43,6.37507243178592e-05
2.92432432432432,43,3.9523455038468e-05
2.97162162162162,43,2.38028738148683e-05
3.01891891891892,43,1.39193669782907e-05
3.06621621621622,43,7.90074776064952e-06
3.11351351351351,43,4.35162553717841e-06
3.16081081081081,43,2.32531255952259e-06
3.20810810810811,43,1.20534429536023e-06
3.25540540540541,43,6.06101027790295e-07
3.3027027027027,43,2.95700129817437e-07
3.35,43,1.40017591881965e-07
3.3972972972973,43,6.43872654065422e-08
3.44459459459459,43,2.87812130382182e-08
3.49189189189189,43,1.25227868546861e-08
3.53918918918919,43,5.31372472209733e-09
3.58648648648649,43,2.20446182359484e-09
3.63378378378378,43,8.97037913767427e-10
3.68108108108108,43,3.59418962150553e-10
3.72837837837838,43,1.42406077743604e-10
3.77567567567568,43,5.60306725029806e-11
3.82297297297297,43,2.19691190278093e-11
3.87027027027027,43,8.60174715512742e-12
3.91756756756757,43,3.36362140225244e-12
3.96486486486486,43,1.31119312092624e-12
4.01216216216216,43,5.07768241052921e-13
4.05945945945946,43,1.94494754956214e-13
4.10675675675676,43,7.33509454573901e-14
4.15405405405405,43,2.71210316442913e-14
4.20135135135135,43,9.79527868695669e-15
4.24864864864865,43,3.44543732293398e-15
4.29594594594595,43,1.17755365873362e-15
4.34324324324324,43,3.90358611828859e-16
4.39054054054054,43,1.25352915320578e-16
4.43783783783784,43,3.8958469138923e-17
4.48513513513513,43,1.17118703293502e-17
4.53243243243243,43,3.40510283512189e-18
4.57972972972973,43,9.57766776757082e-19
4.62702702702703,43,2.60936325362417e-19
4.67432432432432,43,6.9050082873642e-20
4.72162162162162,43,1.7850699259168e-20
4.76891891891892,43,4.55873960415436e-21
4.81621621621622,43,1.17289922212217e-21
4.86351351351351,43,3.1315215139977e-22
4.91081081081081,43,8.97045181920806e-23
4.95810810810811,43,2.81281596125227e-23
5.0054054054054,43,9.57880299092107e-24
5.0527027027027,43,3.43876344108027e-24
5.1,43,1.25924972782687e-24
1.6,43.7162162162162,0.00438550310034624
1.6472972972973,43.7162162162162,0.00520742020001165
1.69459459459459,43.7162162162162,0.00599623428739157
1.74189189189189,43.7162162162162,0.00669997363774045
1.78918918918919,43.7162162162162,0.00727013845935491
1.83648648648649,43.7162162162162,0.00766795015043521
1.88378378378378,43.7162162162162,0.0078692322686191
1.93108108108108,43.7162162162162,0.007866964535353
1.97837837837838,43.7162162162162,0.00767109401577781
2.02567567567568,43.7162162162162,0.00730583013074637
2.07297297297297,43.7162162162162,0.00680519709888291
2.12027027027027,43.7162162162162,0.00620791218390995
2.16756756756757,43.7162162162162,0.00555263800672159
2.21486486486487,43.7162162162162,0.0048743689935039
2.26216216216216,43.7162162162162,0.00420228401349956
2.30945945945946,43.7162162162162,0.00355898257171115
2.35675675675676,43.7162162162162,0.00296074025456305
2.40405405405405,43.7162162162162,0.00241832058017357
2.45135135135135,43.7162162162162,0.00193794259452086
2.49864864864865,43.7162162162162,0.00152215677968954
2.54594594594595,43.7162162162162,0.00117054620970628
2.59324324324324,43.7162162162162,0.000880286767441139
2.64054054054054,43.7162162162162,0.000646646988007703
2.68783783783784,43.7162162162162,0.000463494932081813
2.73513513513514,43.7162162162162,0.000323834934519785
2.78243243243243,43.7162162162162,0.000220351235375928
2.82972972972973,43.7162162162162,0.0001459084046335
2.87702702702703,43.7162162162162,9.39561693266557e-05
2.92432432432432,43.7162162162162,5.88034914277481e-05
2.97162162162162,43.7162162162162,3.57528274349207e-05
3.01891891891892,43.7162162162162,2.1109966040657e-05
3.06621621621622,43.7162162162162,1.21009777884031e-05
3.11351351351351,43.7162162162162,6.7335679390674e-06
3.16081081081081,43.7162162162162,3.63710907774209e-06
3.20810810810811,43.7162162162162,1.90730131560147e-06
3.25540540540541,43.7162162162162,9.71380385508903e-07
3.3027027027027,43.7162162162162,4.80768494719938e-07
3.35,43.7162162162162,2.31459741072798e-07
3.3972972972973,43.7162162162162,1.0854473905572e-07
3.44459459459459,43.7162162162162,4.96778706895893e-08
3.49189189189189,43.7162162162162,2.22446697105551e-08
3.53918918918919,43.7162162162162,9.77595270682314e-09
3.58648648648649,43.7162162162162,4.23216903367201e-09
3.63378378378378,43.7162162162162,1.81204828916111e-09
3.68108108108108,43.7162162162162,7.702756443848e-10
3.72837837837838,43.7162162162162,3.2608227396778e-10
3.77567567567568,43.7162162162162,1.37704038239379e-10
3.82297297297297,43.7162162162162,5.80046144382726e-11
3.87027027027027,43.7162162162162,2.43249460251647e-11
3.91756756756757,43.7162162162162,1.01222740944396e-11
3.96486486486486,43.7162162162162,4.16253249755195e-12
4.01216216216216,43.7162162162162,1.68433569617212e-12
4.05945945945946,43.7162162162162,6.67962269889313e-13
4.10675675675676,43.7162162162162,2.58715802520485e-13
4.15405405405405,43.7162162162162,9.75908102880414e-14
4.20135135135135,43.7162162162162,3.57715589868755e-14
4.24864864864865,43.7162162162162,1.27193498852352e-14
4.29594594594595,43.7162162162162,4.38160495784949e-15
4.34324324324324,43.7162162162162,1.46096699229677e-15
4.39054054054054,43.7162162162162,4.71213579080973e-16
4.43783783783784,43.7162162162162,1.46970589925019e-16
4.48513513513513,43.7162162162162,4.43314194573533e-17
4.53243243243243,43.7162162162162,1.29407566817686e-17
4.57972972972973,43.7162162162162,3.66227141391393e-18
4.62702702702703,43.7162162162162,1.00870365965523e-18
4.67432432432432,43.7162162162162,2.72497072259424e-19
4.72162162162162,43.7162162162162,7.32510162240375e-20
4.76891891891892,43.7162162162162,2.00706801613215e-20
4.81621621621622,43.7162162162162,5.79164995855954e-21
4.86351351351351,43.7162162162162,1.81387557569304e-21
4.91081081081081,43.7162162162162,6.22002348555741e-22
4.95810810810811,43.7162162162162,2.29062793066228e-22
5.0054054054054,43.7162162162162,8.76227854232126e-23
5.0527027027027,43.7162162162162,3.37870681144544e-23
5.1,43.7162162162162,1.28714546918241e-23
1.6,44.4324324324324,0.00566233241443632
1.6472972972973,44.4324324324324,0.00670293884285367
1.69459459459459,44.4324324324324,0.00769470309495675
1.74189189189189,44.4324324324324,0.00857186734310668
1.78918918918919,44.4324324324324,0.00927412511414878
1.83648648648649,44.4324324324324,0.00975447252888613
1.88378378378378,44.4324324324324,0.00998511135996275
1.93108108108108,44.4324324324324,0.00996023352395144
1.97837837837838,44.4324324324324,0.0096952523464182
2.02567567567568,44.4324324324324,0.00922288448684493
2.07297297297297,44.4324324324324,0.00858717197521265
2.12027027027027,44.4324324324324,0.00783687014310158
2.16756756756757,44.4324324324324,0.00701954663555014
2.21486486486487,44.4324324324324,0.00617731533969787
2.26216216216216,44.4324324324324,0.00534454523522571
2.30945945945946,44.4324324324324,0.00454734154280238
2.35675675675676,44.4324324324324,0.0038042480275799
2.40405405405405,44.4324324324324,0.00312752228793104
2.45135135135135,44.4324324324324,0.00252445174643435
2.49864864864865,44.4324324324324,0.00199840799328876
2.54594594594595,44.4324324324324,0.00154957191885117
